OBJECTID,FIPS,FIPS_new,field_avg,date,hour_utc,hour_mountain,field_avg_bins,color
61,08013013703,8013,0.10366170526456474,2024-02-01,15,8,0-1,royal blue
62,08013013705,8013,0.027602813906826732,2024-02-01,15,8,0-1,royal blue
63,08013013706,8013,0.27996630233907194,2024-02-01,15,8,0-1,royal blue
67,08013012206,8013,1.383906511159296,2024-02-01,15,8,1-2,teal
68,08013012107,8013,1.4921402238894077,2024-02-01,15,8,1-2,teal
69,08013013214,8013,1.152875791122432,2024-02-01,15,8,1-2,teal
70,08013013215,8013,1.555544141725696,2024-02-01,15,8,1-2,teal
94,08013012205,8013,1.548756751220736,2024-02-01,15,8,1-2,teal
104,08013013704,8013,0.53832851652608,2024-02-01,15,8,0-1,royal blue
105,08013060801,8013,1.2125806683750402,2024-02-01,15,8,1-2,teal
106,08013012802,8013,1.1906148634460159,2024-02-01,15,8,1-2,teal
107,08013060601,8013,0.68442250018816,2024-02-01,15,8,0-1,royal blue
108,08013060602,8013,0.545964565725184,2024-02-01,15,8,0-1,royal blue
109,08013012207,8013,1.5825108992,2024-02-01,15,8,1-2,teal
110,08013012208,8013,1.6065070157004797,2024-02-01,15,8,1-2,teal
111,08013012801,8013,1.2691247181332477,2024-02-01,15,8,1-2,teal
112,08013060802,8013,1.578919098580992,2024-02-01,15,8,1-2,teal
113,08013012106,8013,1.3340658316083203,2024-02-01,15,8,1-2,teal
114,08013012610,8013,0.9811002518405123,2024-02-01,15,8,0-1,royal blue
115,08013012609,8013,1.026971240759296,2024-02-01,15,8,1-2,teal
211,08013013004,8013,0.761251143614464,2024-02-01,15,8,0-1,royal blue
215,08013013503,8013,1.6710431942901762,2024-02-01,15,8,1-2,teal
223,08013012104,8013,0.880530572705792,2024-02-01,15,8,0-1,royal blue
224,08013012101,8013,1.0862565533941761,2024-02-01,15,8,1-2,teal
225,08013012105,8013,0.974678470426624,2024-02-01,15,8,0-1,royal blue
229,08013012204,8013,1.247258100105216,2024-02-01,15,8,1-2,teal
230,08013012300,8013,0.954530845949952,2024-02-01,15,8,0-1,royal blue
231,08013012501,8013,1.146325563342848,2024-02-01,15,8,1-2,teal
232,08013012505,8013,0.767992296112128,2024-02-01,15,8,0-1,royal blue
233,08013012507,8013,1.0607872631111677,2024-02-01,15,8,1-2,teal
242,08013012508,8013,1.0313146606551042,2024-02-01,15,8,1-2,teal
243,08013012509,8013,0.8670263902207997,2024-02-01,15,8,0-1,royal blue
244,08013012511,8013,1.098196898021376,2024-02-01,15,8,1-2,teal
245,08013012603,8013,1.072026655653888,2024-02-01,15,8,1-2,teal
246,08013012701,8013,0.73609062121472,2024-02-01,15,8,0-1,royal blue
257,08013012705,8013,0.8391450731479039,2024-02-01,15,8,0-1,royal blue
258,08013012708,8013,0.907243994218496,2024-02-01,15,8,0-1,royal blue
259,08013012709,8013,0.973079467524096,2024-02-01,15,8,0-1,royal blue
260,08013012903,8013,1.073001210576896,2024-02-01,15,8,1-2,teal
266,08013012904,8013,1.500284824059904,2024-02-01,15,8,1-2,teal
267,08013012905,8013,1.7796186253557762,2024-02-01,15,8,1-2,teal
268,08013060900,8013,1.200902786514944,2024-02-01,15,8,1-2,teal
269,08013012907,8013,1.1107164592537597,2024-02-01,15,8,1-2,teal
270,08013013003,8013,0.8998816149667841,2024-02-01,15,8,0-1,royal blue
289,08013013005,8013,0.9958396400762882,2024-02-01,15,8,0-1,royal blue
290,08013013006,8013,0.857105217093632,2024-02-01,15,8,0-1,royal blue
291,08013013205,8013,1.150278006996992,2024-02-01,15,8,1-2,teal
292,08013013207,8013,1.569028191551488,2024-02-01,15,8,1-2,teal
383,08013013202,8013,0.9724405240299517,2024-02-01,15,8,0-1,royal blue
384,08013012401,8013,0.957396126007296,2024-02-01,15,8,0-1,royal blue
385,08013012510,8013,0.6009076664238079,2024-02-01,15,8,0-1,royal blue
603,08013060700,8013,0.910291206406144,2024-02-01,15,8,0-1,royal blue
615,08013013302,8013,2.1022102635151354,2024-02-01,15,8,2-3,seafoam
616,08013013305,8013,2.188334021476352,2024-02-01,15,8,2-3,seafoam
617,08013013307,8013,1.6342400221839362,2024-02-01,15,8,1-2,teal
618,08013013308,8013,1.6941891757015035,2024-02-01,15,8,1-2,teal
619,08013013401,8013,2.127144427716608,2024-02-01,15,8,2-3,seafoam
620,08013013208,8013,1.704495486599168,2024-02-01,15,8,1-2,teal
621,08013013210,8013,2.487936578748416,2024-02-01,15,8,2-3,seafoam
622,08013013211,8013,1.6039850645913598,2024-02-01,15,8,1-2,teal
