OBJECTID,FIPS,FIPS_new,field_avg,date,hour_utc,hour_mountain,field_avg_bins,color
230,08013012300,8013,1.916912757899264,2023-08-01,22,15,1-2,teal
230,08013012300,8013,2.079336341438464,2024-04-01,17,10,2-3,seafoam
230,08013012300,8013,1.465096425439232,2024-07-01,20,13,1-2,teal
230,08013012300,8013,2.385805746110464,2023-10-01,16,9,2-3,seafoam
230,08013012300,8013,2.714187939708928,2024-05-01,19,12,2-3,seafoam
230,08013012300,8013,2.355705273122816,2024-08-01,19,12,2-3,seafoam
230,08013012300,8013,2.649893353029632,2024-06-01,00,17,2-3,seafoam
230,08013012300,8013,2.258972677505024,2023-11-01,18,11,2-3,seafoam
230,08013012300,8013,3.96617815425024,2024-01-01,20,13,3-4,yellow
230,08013012300,8013,1.455725343670272,2024-02-01,17,10,1-2,teal
230,08013012300,8013,1.418216186314752,2023-08-01,13,6,1-2,teal
230,08013012300,8013,1.665574761398272,2024-07-01,23,16,1-2,teal
230,08013012300,8013,1.738490823835648,2023-10-01,15,8,1-2,teal
230,08013012300,8013,1.620531962970112,2024-03-01,19,12,1-2,teal
230,08013012300,8013,1.945474021982208,2023-08-01,21,14,1-2,teal
230,08013012300,8013,1.800580213243904,2024-04-01,14,7,1-2,teal
230,08013012300,8013,1.162820519460864,2024-07-01,18,11,1-2,teal
230,08013012300,8013,1.12107303469056,2024-03-01,22,15,1-2,teal
230,08013012300,8013,2.33130690609152,2024-05-01,13,6,2-3,seafoam
230,08013012300,8013,2.645903059976192,2023-11-01,20,13,2-3,seafoam
230,08013012300,8013,0.951349617360896,2024-06-01,16,9,0-1,royalblue
230,08013012300,8013,1.196325693554688,2024-05-01,21,14,1-2,teal
230,08013012300,8013,2.51641597001728,2024-08-01,21,14,2-3,seafoam
230,08013012300,8013,1.401499099856896,2023-12-01,17,10,1-2,teal
230,08013012300,8013,1.121643527143424,2023-09-01,14,7,1-2,teal
230,08013012300,8013,1.913619860160512,2024-05-01,16,9,1-2,teal
230,08013012300,8013,2.848864692338688,2023-09-01,23,16,2-3,seafoam
230,08013012300,8013,1.922640902094848,2024-08-01,16,9,1-2,teal
230,08013012300,8013,2.555211067424768,2023-12-01,20,13,2-3,seafoam
230,08013012300,8013,2.021960678637568,2023-11-01,17,10,2-3,seafoam
230,08013012300,8013,1.125767031291904,2024-06-01,21,14,1-2,teal
230,08013012300,8013,1.10449982963712,2024-03-01,15,8,1-2,teal
230,08013012300,8013,2.221970192072704,2024-04-01,18,11,2-3,seafoam
230,08013012300,8013,1.225640992833536,2024-06-01,13,6,1-2,teal
230,08013012300,8013,2.445914887159808,2023-10-01,19,12,2-3,seafoam
230,08013012300,8013,1.49979117125632,2023-08-01,16,9,1-2,teal
230,08013012300,8013,1.024332453117952,2024-04-01,23,16,1-2,teal
230,08013012300,8013,1.206480338419712,2024-07-01,14,7,1-2,teal
230,08013012300,8013,3.282578542952448,2023-10-01,22,15,3-4,yellow
230,08013012300,8013,2.149638647840768,2024-02-01,20,13,2-3,seafoam
230,08013012300,8013,2.750785087602688,2023-09-01,18,11,2-3,seafoam
230,08013012300,8013,1.67235691741184,2024-01-01,17,10,1-2,teal
